1486589515422437,-0.41,-0.14,7.75
1486589515422437,-0.43,-0.15,7.75
1486589515422437,-0.45,-0.17,7.75
1486589515422437,-0.45,-0.17,7.75
1486589515422437,-0.42,-0.15,7.75
1486589515422437,-0.42,-0.15,7.75
1486589515425325,-0.43,-0.15,7.74
1486589515425325,-0.43,-0.15,7.74
1486589515425325,-0.43,-0.16,7.74
1486589515425325,-0.43,-0.16,7.74
1486589515425325,-0.42,-0.14,7.75
1486589515425325,-0.42,-0.16,7.75
1486589515427348,-0.42,-0.15,7.74
1486589515427348,-0.42,-0.15,7.74
1486589515427348,-0.44,-0.15,7.75
1486589515427348,-0.44,-0.15,7.75
1486589515427348,-0.44,-0.15,7.74
1486589515427348,-0.42,-0.16,7.75
1486589515429369,-0.42,-0.16,7.75
1486589515429369,-0.43,-0.15,7.74
1486589515429369,-0.43,-0.15,7.74
1486589515429369,-0.44,-0.15,7.74
1486589515429369,-0.44,-0.15,7.74
1486589515429369,-0.47,-0.16,7.74
1486589515431378,-0.47,-0.16,7.74
1486589515431378,-0.42,-0.15,7.74
1486589515431378,-0.41,-0.15,7.74
1486589515431378,-0.41,-0.15,7.74
1486589515431378,-0.47,-0.17,7.75
1486589515431378,-0.47,-0.17,7.75
1486589515433358,-0.44,-0.15,7.75
1486589515433358,-0.41,-0.14,7.75
1486589515433358,-0.44,-0.16,7.75
1486589515433358,-0.44,-0.16,7.75
1486589515433358,-0.46,-0.14,7.74
1486589515433358,-0.46,-0.14,7.74
1486589515435365,-0.45,-0.15,7.74
1486589515435365,-0.45,-0.15,7.74
1486589515435365,-0.45,-0.16,7.75
1486589515435365,-0.45,-0.16,7.75
1486589515435365,-0.43,-0.15,7.75
1486589515435365,-0.45,-0.17,7.74
1486589515437749,-0.46,-0.17,7.75
1486589515437749,-0.46,-0.17,7.75
1486589515437749,-0.42,-0.15,7.74
1486589515437749,-0.42,-0.15,7.74
1486589515437749,-0.45,-0.15,7.75
1486589515439708,-0.44,-0.16,7.74
1486589515439708,-0.43,-0.15,7.74
1486589515439708,-0.43,-0.15,7.74
1486589515439708,-0.45,-0.16,7.75
1486589515439708,-0.45,-0.16,7.75
1486589515439708,-0.44,-0.14,7.74
1486589515441859,-0.44,-0.14,7.74
1486589515441859,-0.44,-0.15,7.75
1486589515441859,-0.44,-0.16,7.75
1486589515441859,-0.44,-0.16,7.75
1486589515441859,-0.43,-0.15,7.74
1486589515441859,-0.43,-0.15,7.74
1486589515443871,-0.45,-0.16,7.74
1486589515443871,-0.44,-0.16,7.75
1486589515443871,-0.44,-0.16,7.75
1486589515443871,-0.42,-0.15,7.75
1486589515443871,-0.44,-0.16,7.76
1486589515443871,-0.44,-0.16,7.76
1486589515445853,-0.45,-0.16,7.74
1486589515445853,-0.45,-0.16,7.74
1486589515445853,-0.43,-0.14,7.74
1486589515445853,-0.43,-0.14,7.74
1486589515445853,-0.44,-0.16,7.74
1486589515445853,-0.43,-0.16,7.74
1486589515448696,-0.43,-0.16,7.74
1486589515448696,-0.42,-0.15,7.73
1486589515448696,-0.42,-0.15,7.73
1486589515448696,-0.44,-0.16,7.74
1486589515448696,-0.44,-0.16,7.74
1486589515448696,-0.43,-0.16,7.75
1486589515456864,-0.43,-0.15,7.75
1486589515494140,-0.44,-0.16,7.74
1486589515528043,-0.44,-0.15,7.74
1486589515528043,-0.44,-0.15,7.74
1486589515566092,-0.43,-0.15,7.74
1486589515599901,-0.43,-0.15,7.74
1486589515636637,-0.43,-0.16,7.74
1486589515673769,-0.42,-0.15,7.75
1486589515707640,-0.42,-0.15,7.75
1486589515707640,-0.44,-0.16,7.74
1486589515745640,-0.44,-0.16,7.74
1486589515779267,-0.45,-0.16,7.75
1486589515813802,-0.42,-0.14,7.75
1486589515849989,-0.44,-0.16,7.73
1486589515883888,-0.44,-0.16,7.75
1486589515883888,-0.44,-0.16,7.75
1486589515921839,-0.42,-0.15,7.74
1486589515955044,-0.43,-0.16,7.75
1486589515991167,-0.43,-0.16,7.75
1486589516028416,-0.42,-0.15,7.74
1486589516062147,-0.42,-0.15,7.74
1486589516062147,-0.45,-0.16,7.74
1486589516099261,-0.45,-0.16,7.74
1486589516130874,-0.43,-0.15,7.75
1486589516167713,-0.42,-0.14,7.74
1486589516204834,-0.44,-0.16,7.74
1486589516238566,-0.44,-0.15,7.73
1486589516238566,-0.44,-0.15,7.73
1486589516276642,-0.42,-0.15,7.75
1486589516310521,-0.45,-0.16,7.75
1486589516347232,-0.45,-0.16,7.75
1486589516384501,-0.42,-0.15,7.75
1486589516418486,-0.44,-0.14,7.74
1486589516418486,-0.46,-0.17,7.75
1486589516456407,-0.46,-0.17,7.75
1486589516490369,-0.43,-0.15,7.75
1486589516526944,-0.43,-0.16,7.75
1486589516564044,-0.44,-0.16,7.75
1486589516598047,-0.43,-0.15,7.75
1486589516598047,-0.43,-0.15,7.75
1486589516636046,-0.45,-0.16,7.73
1486589516669859,-0.44,-0.16,7.74
1486589516706658,-0.44,-0.16,7.74
1486589516743745,-0.42,-0.14,7.75
1486589516777254,-0.46,-0.17,7.75
1486589516777254,-0.44,-0.16,7.74
1486589516814393,-0.44,-0.16,7.74
1486589516848325,-0.42,-0.15,7.75
1486589516885064,-0.47,-0.17,7.74
1486589516922511,-0.41,-0.15,7.75
1486589516956346,-0.45,-0.16,7.74
1486589516956346,-0.45,-0.16,7.74
1486589516994257,-0.47,-0.17,7.74
1486589517027666,-0.42,-0.14,7.75
1486589517063881,-0.42,-0.14,7.75
1486589517100390,-0.44,-0.16,7.75
1486589517132866,-0.45,-0.17,7.75
1486589517132866,-0.43,-0.16,7.76
1486589517170785,-0.43,-0.16,7.76
1486589517204498,-0.44,-0.16,7.74
1486589517241496,-0.44,-0.15,7.74
1486589517278569,-0.44,-0.15,7.75
1486589517312487,-0.44,-0.15,7.75
