1483730542566,-5.2720323,0.6428431,7.747637,9.3932660642658
1483730542779,-2.44448,-0.92535895,9.67018,10.017193160381874
1483730542808,-2.540248,-1.2078748,9.540894,9.946882465099806
1483730542839,-1.7884687,-1.6184803,9.445126,9.748256056217306
1483730542869,-1.0366893,-1.7274165,9.309854,9.52533808725377
1483730542897,-0.089782566,-1.6950948,9.352949,9.505738531660588
1483730542928,0.21308395,-1.7753005,9.64145,9.805847916709993
1483730542959,0.32202014,-1.6759412,9.582792,9.733569946183579
1483730542987,0.11252748,-1.7908629,9.566033,9.73287453600118
1483730543027,-0.090979666,-1.7788919,9.654618,9.817555071160433
1483730543068,-0.6392518,-1.3395559,9.7240505,9.836676844963877
1483730543095,-0.7410054,-1.3503298,9.828198,9.948163846776481
1483730543115,-0.85473,-1.2725182,9.818622,9.93756492669394
1483730543143,-0.9923966,-1.1959038,9.589975,9.71507407039885
1483730543167,-0.5805939,-1.2725182,9.56723,9.66893406178481
1483730543190,-0.5674258,-1.3395559,9.654618,9.763607721233766
1483730543215,-0.4429273,-1.3814543,9.805453,9.912190229151834
1483730543234,-0.30645782,-1.3443443,9.90601,10.001510163050396
1483730543261,-0.21068975,-1.3922282,9.950302,10.049437895708955
1483730543292,-0.2813187,-1.3479356,9.895236,9.990583880508941
1483730543318,-0.33279404,-1.270124,9.85214,9.939247342212692
1483730543353,-0.36750996,-1.2892777,9.801862,9.89311854320955
1483730543377,-0.5530606,-1.2773066,9.522937,9.624121453608392
1483730543413,-0.60812724,-1.3862427,9.524135,9.64368333435431
1483730543443,-0.50517654,-1.3371617,9.688137,9.793018137018407
1483730543468,-0.521936,-1.340753,9.728839,9.834650091795565
1483730543487,-0.60333884,-1.3611037,9.759963,9.872866826085637
1483730543508,-0.58777654,-1.2940661,9.762358,9.865278321132312
1483730543543,-0.5494693,-1.3036429,9.680955,9.783776860237316
1483730543583,-0.5650316,-1.3479356,9.639056,9.74923563670166
1483730543613,-0.51954174,-1.3024458,9.601946,9.703795815468856
1483730543654,-0.6440403,-1.364695,9.552865,9.671318961538116
1483730543693,-0.5566519,-1.2761095,9.697714,9.797140941474995
1483730543733,-0.664391,-1.3670892,9.680955,9.799552874714863
1483730543773,-0.7038953,-1.3024458,9.690532,9.802970914832551
1483730543813,-0.79128367,-1.3156139,9.623494,9.745183903206193
1483730543853,-0.8607155,-1.2557588,9.685743,9.804661398914874
1483730543900,-0.7038953,-1.3204023,9.7719345,9.885829997842475
1483730543934,-0.7386112,-1.5370775,9.81503,9.962076577848826
1483730543954,-0.93134445,-1.555034,9.994595,10.157630336436847
1483730543974,-0.89902276,-1.5023615,9.871294,10.025356740054098
1483730543994,-0.78170687,-1.650802,9.865308,10.032971198599121
1483730544023,-0.80684596,-1.6460136,9.701305,9.872977640790186
