1483646447162,1.055843,-0.25378537,9.220071,9.283798668714978
1483646447363,2.2254105,-0.60094464,9.388862,9.667694108686044
1483646447388,2.2457612,-0.6440403,9.400833,9.686789695082552
1483646447404,2.3319526,-0.7386112,9.43076,9.742832788603513
1483646447422,2.4396915,-0.6584055,9.332599,9.668660240465298
1483646447442,2.3786395,-0.664391,9.306262,9.62838791131054
1483646447462,2.2577322,-0.6679823,9.3182335,9.611088917241545
1483646447482,2.3319526,-0.56982,9.390059,9.69205419331686
1483646447505,2.3523033,-0.5566519,9.455899,9.759980655460067
1483646447523,2.2290018,-0.5781997,9.40203,9.679924156624997
1483646447543,2.1930888,-0.5422867,9.361329,9.630067254723308
1483646447563,2.2266076,-0.6548142,9.330204,9.614534295263157
1483646447582,2.2337902,-0.6799533,9.385271,9.671373637529669
1483646447604,2.2744915,-0.62967503,9.376891,9.669327268649155
1483646447622,2.2744915,-0.62967503,9.376891,9.669327268649155
1483646447644,2.3235726,-0.62608373,9.375694,9.679597810271842
1483646447663,2.3331497,-0.5722142,9.343372,9.647259882553044
1483646447683,2.220622,-0.61052144,9.300277,9.581181895376753
1483646447703,2.3427265,-0.59376204,9.363723,9.670585575182159
1483646447723,2.2948422,-0.58538234,9.378088,9.672513008289785
1483646447744,2.0937295,-0.7086837,9.309854,9.56866286495156
1483646447764,2.100912,-0.4441244,9.314642,9.558955634062327
1483646447794,2.4971523,-0.5494693,9.455899,9.795494712622709
1483646447814,2.2577322,-0.46926352,9.344569,9.624891499615291
1483646447832,2.3774424,-0.48003745,9.405622,9.713309655759314
1483646447852,2.337938,-0.59495914,9.3661175,9.671819239387244
1483646447872,2.1631613,-0.6667852,9.281123,9.553173102492629
1483646447894,2.2373815,-0.63206923,9.368511,9.652688195787235
1483646447913,2.4001873,-0.5650316,9.374496,9.693365949317055
1483646447934,2.280477,-0.60333884,9.3182335,9.612183346602471
1483646447954,2.280477,-0.60333884,9.3182335,9.612183346602471
1483646447974,2.2613235,-0.5614403,9.38168,9.666680394451374
1483646447994,2.3822308,-0.50517654,9.466674,9.774872916298968
1483646448014,2.3894134,-0.5351041,9.421184,9.734183722656928
1483646448034,2.2266076,-0.5279215,9.340978,9.617190137840435
1483646448054,2.2697031,-0.51595044,9.378088,9.662623439511384
1483646448074,2.2637177,-0.5494693,9.3733,9.658420133490605
1483646448094,2.2481554,-0.5327099,9.351752,9.63292546762794
1483646448114,2.291251,-0.48243165,9.372103,9.660169817708757
1483646448134,2.268506,-0.5231331,9.43914,9.721993515533141
